kurs,digitalisiert,geschlecht,q06_1,q06_20,q09_1,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q16_9,q16_10,q16_11,q16_12,q16_13,q16_14,q16_15,q16_16,q16_17,q16_18,q16_19,q16_20,q16_21,q16_22,q16_23,q16_24,q16_25,q16_26,q16_27,q16_28,q16_29,q16_30,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q18_11,q18_12,q18_13,q18_14,q18_15,q18_16,q18_17,q18_18,q18_19,q18_20,q18_21,q18_22,q18_23,q18_24,q18_25,q18_26,q18_27,q18_28,q18_29,q18_30,q18_31,q18_32,q18_33,q18_34,q18_35,nr
B,4,W,1,3,Android ,5,4,2,4,4,4,5,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,5,3,4,1,5,4,4,5,1,1,3,3,4,1,4,4,4,1,4,1,1,4,1,4,4,1,1,2,3,5,2,195
B,4,W,3,4,iPhone,5,3,1,3,2,5,5,4,5,5,-1,-1,5,-1,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,4,4,5,1,2,5,5,1,2,3,4,1,1,1,1,3,3,2,4,2,1,4,2,2,2,1,1,4,1,4,3,-1,-1,1,3,1,-1,196
B,4,M,2,2,Android ,4,3,2,3,4,2,2,3,3,5,1,1,2,1,1,1,3,1,1,1,1,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,5,3,1,3,4,1,5,4,3,3,3,5,2,2,2,1,1,3,4,3,1,4,4,4,4,3,3,1,3,1,4,3,2,1,1,4,3,1,197
B,4,M,1,1,iPhone,5,2,5,2,5,5,5,5,5,5,1,1,4,1,1,1,5,5,1,5,1,1,1,1,1,4,1,1,4,1,1,4,1,5,1,1,1,1,4,5,2,2,5,5,1,5,5,5,2,2,1,1,5,4,4,4,1,1,4,2,1,1,4,1,4,1,4,1,1,1,1,4,4,4,198
B,5,M,1,4,iPhone,5,3,3,2,4,5,-1,4,3,5,1,1,1,1,1,3,1,1,1,3,1,4,1,2,1,1,1,1,2,1,1,1,5,1,1,1,1,4,1,4,3,1,5,5,3,3,4,5,4,3,1,1,3,4,4,4,1,5,5,4,4,1,1,1,4,1,4,4,1,1,3,4,5,3,199
B,5,W,2,3,iPhone,5,4,3,5,5,5,5,5,5,4,1,1,5,1,1,3,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,5,5,3,3,5,5,5,4,4,4,4,4,4,5,4,5,5,5,5,4,2,4,5,3,4,4,1,1,3,4,5,4,200
B,6,M,5,3,Android ,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,5,5,3,2,2,3,2,2,2,2,2,2,2,201
B,6,M,2,5,iPhone,5,5,1,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,5,5,3,3,4,1,5,3,1,2,4,4,3,5,4,5,5,5,2,2,2,2,3,1,5,5,1,1,3,4,5,1,202
B,5,M,3,2,iPhone,5,5,4,5,5,5,5,5,5,5,1,1,5,1,1,2,1,1,1,1,5,1,1,1,2,3,1,2,1,1,1,5,1,1,1,1,1,3,1,5,1,1,5,5,3,5,5,5,5,1,1,1,5,5,4,5,1,4,5,5,3,1,4,1,5,1,5,5,1,4,3,5,5,4,203
B,2,M,2,3,iPhone,5,4,2,4,3,3,2,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,4,4,4,3,2,3,4,5,4,4,4,-1,3,4,3,5,1,4,3,3,3,1,1,1,4,3,3,2,-1,-1,2,4,5,-1,204
B,3,M,1,2,Android ,5,5,5,5,5,5,5,4,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,3,-1,4,-1,-1,-1,-1,-1,-1,2,1,4,4,4,5,5,3,4,5,5,3,5,1,1,5,4,4,5,3,5,5,4,3,1,1,1,2,2,5,2,1,1,1,4,5,1,205
B,3,M,3,3,iPhone,5,4,4,4,5,4,5,5,5,5,4,1,3,1,1,4,1,1,1,1,1,4,1,2,1,4,1,1,1,1,1,1,1,4,1,1,1,4,4,5,5,1,5,5,1,1,5,5,4,1,1,4,5,4,4,5,1,4,4,4,4,4,1,1,4,1,5,1,1,1,4,4,5,1,206
B,5,M,3,4,iPhone,5,4,-1,3,4,4,-1,4,3,5,4,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,2,3,4,1,5,4,2,3,4,4,3,4,3,1,4,4,3,4,3,4,3,5,4,3,1,3,4,1,4,2,1,1,2,4,5,1,207
B,5,M,2,3,Android ,5,5,5,5,5,5,5,4,4,4,5,-1,4,4,-1,3,-1,-1,5,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,4,-1,5,4,4,5,5,4,4,5,4,5,5,4,-1,5,4,4,5,2,2,2,4,5,4,4,4,5,3,5,5,-1,4,4,4,5,4,208
B,4,W,3,5,iPhone,5,4,3,3,5,4,2,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,1,3,3,5,4,3,5,4,4,4,3,5,4,4,4,2,3,3,4,5,2,2,5,4,4,2,2,2,4,2,4,1,1,1,3,1,4,1,209
B,5,M,3,2,iPhone,5,5,2,5,5,5,5,5,5,5,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,4,1,5,4,2,5,5,5,3,5,5,3,4,1,1,5,5,1,5,1,1,5,2,2,5,1,1,4,1,5,4,1,1,4,4,1,1,210
B,4,W,4,5,Android ,5,-1,-1,-1,4,5,-1,4,4,5,4,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,4,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,3,3,5,5,4,4,2,5,2,2,2,1,5,4,3,5,4,4,3,5,4,3,1,1,4,1,4,1,-1,-1,3,3,5,-1,211
B,5,W,1,4,Android ,5,3,2,4,3,4,1,2,1,5,3,1,1,1,1,1,1,1,1,1,1,5,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,5,3,2,4,2,1,1,4,5,4,4,3,1,1,3,1,3,1,1,5,3,5,2,1,1,4,1,4,1,1,1,1,1,5,1,212
B,5,W,2,4,Android ,5,5,3,2,5,5,-1,3,5,5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,4,1,5,3,2,4,3,5,1,1,1,1,4,5,4,5,4,4,5,5,3,2,1,5,4,1,5,5,1,1,2,1,5,1,213
B,6,W,4,3,iPhone,-1,-1,2,5,5,-1,-1,-1,-1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,3,1,4,1,1,1,1,1,4,1,5,4,5,5,5,3,3,4,5,4,4,2,1,3,3,4,5,2,5,5,5,3,3,1,1,5,1,5,5,1,1,2,5,5,1,214
B,3,M,2,2,Android ,5,5,5,5,5,5,5,5,5,4,1,1,1,1,4,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,1,5,4,4,5,5,5,1,4,1,1,3,4,4,5,1,1,3,4,3,1,1,1,5,1,4,4,1,1,2,3,5,1,215
B,6,M,5,3,Android ,5,5,3,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,1,5,5,1,3,5,5,5,4,1,1,4,5,4,5,1,3,4,4,3,1,1,5,3,3,5,1,1,1,1,3,5,1,216
B,5,M,5,3,Android ,5,5,1,5,3,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,5,4,1,5,4,1,1,4,5,1,3,1,1,3,3,4,4,2,3,5,4,4,4,1,1,4,1,5,4,1,1,3,4,5,1,217
B,7,M,3,4,Android ,5,5,1,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,3,-1,3,-1,-1,3,3,2,2,-1,-1,-1,-1,-1,5,-1,3,3,3,1,2,5,4,2,2,4,5,5,5,5,4,4,3,2,4,4,1,4,5,5,4,1,1,4,2,4,4,1,5,3,4,5,1,218
B,4,M,3,3,iPhone,5,5,5,-1,5,5,5,5,4,4,1,1,4,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,3,-1,4,3,2,5,3,3,2,2,4,3,3,1,3,4,3,4,5,1,2,2,3,5,2,2,2,4,1,4,3,1,1,2,4,3,2,219
B,5,M,2,1,Android ,5,5,4,4,5,4,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,3,5,5,2,3,2,5,1,4,1,1,5,2,3,4,1,3,3,4,2,3,1,1,4,2,4,1,1,1,2,3,5,1,220
B,5,W,2,2,iPhone,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,4,2,5,5,5,5,5,3,4,1,5,1,4,1,1,5,5,5,5,2,5,5,5,5,5,1,1,5,1,5,1,1,1,3,2,5,1,221
B,6,W,3,5,Android ,5,4,2,2,4,5,4,2,2,5,1,1,1,1,1,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,3,1,5,5,4,4,4,1,1,5,1,1,5,5,4,5,1,1,5,3,3,4,4,1,4,1,4,4,1,1,2,2,3,1,222
B,5,M,1,4,Android ,5,5,2,5,4,5,5,5,4,4,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,4,4,4,5,4,3,4,3,5,4,4,3,1,1,4,1,5,2,1,4,5,2,4,1,3,3,1,3,3,-1,-1,-1,3,5,-1,223
B,3,M,1,2,Android ,-1,3,4,3,-1,-1,-1,-1,-1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,1,4,1,1,1,1,1,1,3,3,3,2,4,5,5,1,3,4,5,5,4,3,1,1,3,3,4,3,4,4,4,4,1,1,1,4,4,4,2,1,1,2,3,5,3,224
B,4,W,1,1,Android ,5,4,3,4,5,3,5,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,3,1,5,5,5,4,5,5,1,1,4,1,1,3,4,4,5,2,1,2,5,2,4,1,4,4,1,4,1,1,1,1,1,4,1,225
B,5,M,1,4,Android ,5,4,3,4,4,5,5,5,5,5,-1,-1,5,-1,-1,4,-1,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,1,2,5,5,5,-1,4,5,4,5,-1,1,1,5,4,5,4,1,5,5,1,4,1,4,5,1,4,1,1,1,2,1,5,1,226
B,5,M,1,2,iPhone,5,5,5,5,5,5,5,5,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,2,5,5,1,4,5,5,4,5,2,3,5,4,4,4,4,5,5,5,4,4,1,2,5,1,5,3,1,4,4,2,5,2,227
B,4,W,3,4,Android ,5,5,5,5,5,-1,-1,5,5,4,-1,-1,2,1,1,1,4,-1,-1,-1,4,4,1,1,-1,3,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,5,5,4,4,5,5,4,4,3,2,4,4,4,4,3,4,5,5,1,4,1,4,4,2,3,3,-1,-1,3,3,5,3,228
B,6,W,1,4,Android ,5,5,-1,5,4,5,2,2,2,5,-1,-1,-1,-1,-1,2,-1,-1,-1,5,-1,-1,-1,2,-1,2,1,-1,2,2,2,-1,-1,3,-1,-1,-1,4,1,5,3,3,5,5,4,5,5,5,5,5,2,-1,-1,5,5,5,2,5,4,4,-1,3,-1,-1,5,2,5,2,-1,-1,2,3,5,4,229
B,5,W,1,3,iPhone,5,3,2,4,5,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,2,1,5,5,2,1,4,5,1,4,1,1,4,3,3,4,3,4,5,3,1,1,1,1,4,1,5,1,1,1,1,3,5,1,230
B,3,M,1,5,iPhone,5,1,5,5,5,-1,5,5,5,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,2,1,5,5,3,3,3,5,1,4,1,1,4,5,3,5,1,1,3,3,1,3,1,1,3,1,4,1,1,1,1,5,3,1,231
B,4,M,2,2,Android ,5,-1,1,3,4,5,5,5,5,5,-1,-1,1,-1,5,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,3,1,4,1,2,4,4,2,1,4,3,3,3,2,1,4,3,4,5,1,5,5,4,1,3,1,1,4,1,2,3,1,1,1,1,5,1,232
B,5,W,4,3,iPhone,5,4,4,4,4,4,5,5,5,4,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,4,4,5,5,4,4,4,5,5,5,4,1,4,4,4,4,2,3,5,2,4,2,2,2,4,4,4,4,1,1,2,3,5,2,233
B,5,W,1,3,Android ,5,4,-1,4,4,-1,-1,5,4,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,5,4,1,2,4,4,3,4,-1,1,3,3,3,4,1,1,1,3,1,1,1,2,3,1,4,1,1,1,2,3,4,1,234
B,2,W,1,3,Android ,5,1,2,1,1,3,2,3,2,5,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,2,2,3,3,2,2,3,5,3,3,4,5,2,4,4,4,1,1,1,3,1,1,1,3,5,1,2,1,1,1,1,1,3,1,235
B,5,W,1,3,Android ,5,4,3,3,4,4,4,3,3,5,1,1,1,1,1,3,3,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,4,5,4,1,1,5,5,5,4,1,1,3,3,3,5,1,4,5,5,1,1,1,1,4,3,4,4,1,1,1,1,5,1,236
B,5,W,1,4,iPhone,5,5,3,5,5,5,4,5,4,4,1,1,2,1,5,3,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,5,1,1,5,5,1,1,5,4,4,4,1,1,4,3,3,5,2,5,5,2,3,4,1,4,5,1,4,4,1,1,1,4,4,1,237
B,4,W,1,2,Android ,5,5,-1,4,5,4,4,5,4,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,4,-1,-1,-1,3,1,4,1,3,5,4,3,3,4,5,4,4,-1,1,2,3,4,4,4,4,5,4,4,4,-1,1,5,3,4,4,-1,-1,1,2,5,1,238
B,4,W,1,2,iPhone,5,5,2,5,4,4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,4,5,5,2,2,5,3,4,4,4,5,4,4,2,1,5,5,4,5,4,4,5,4,1,1,1,1,4,3,4,4,1,1,2,1,5,1,239
B,4,W,1,4,Android ,5,4,1,2,4,5,3,2,3,5,3,4,1,1,1,4,1,1,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,4,3,3,4,5,4,3,2,1,3,4,4,5,3,4,4,4,2,4,1,1,4,2,4,2,2,2,2,4,2,1,240
B,5,M,2,2,iPhone,2,5,3,5,3,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,3,2,5,3,5,5,4,3,4,3,5,1,3,1,1,1,1,5,1,1,5,5,5,5,2,1,1,1,1,1,4,1,1,1,4,1,1,241
B,4,M,4,2,iPhone,5,4,2,4,5,5,5,4,4,5,1,5,4,1,1,1,1,4,1,5,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,5,5,3,3,3,5,2,2,2,4,5,3,3,5,2,1,1,5,5,4,1,1,4,1,4,4,1,1,3,4,5,4,242
B,6,W,4,4,iPhone,5,5,5,5,5,5,5,5,5,5,2,2,1,1,4,2,1,1,1,4,1,1,1,3,1,1,1,1,2,3,1,2,1,2,1,1,1,2,2,5,4,2,5,4,4,4,4,4,4,3,2,1,4,3,3,4,3,4,4,3,4,2,2,1,4,1,2,2,1,1,2,4,5,1,243
B,2,M,-999,-999,iPhone,5,2,2,2,4,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,3,4,4,5,5,3,4,4,4,5,1,3,3,1,5,5,2,5,1,1,5,3,4,3,1,4,3,3,4,3,1,1,2,3,5,1,244
B,3,W,1,3,Android ,5,2,-1,2,5,-1,5,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,1,2,5,4,-1,-1,4,5,3,3,1,1,3,3,4,5,1,1,3,4,1,2,1,1,4,1,4,2,1,1,2,1,4,1,245
B,5,M,1,4,Android ,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,3,1,1,4,4,1,4,4,5,3,3,3,1,3,3,3,4,5,4,4,4,1,1,1,1,3,1,4,1,1,1,3,1,5,1,246
B,3,M,2,5,Android ,5,4,1,4,3,-1,4,4,3,4,1,1,1,1,1,1,1,1,1,3,2,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
B,6,M,4,5,Android ,5,5,2,2,5,5,4,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,5,4,2,5,5,5,2,4,4,1,5,4,2,5,3,3,5,4,5,3,2,1,4,4,4,4,1,1,2,3,5,1,248
B,4,M,3,4,Android ,5,4,4,4,4,3,-1,4,4,5,3,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,4,2,1,5,5,1,1,5,5,4,3,1,1,5,4,3,5,4,5,5,5,4,1,1,1,4,1,4,4,1,1,3,3,5,2,249
B,6,M,4,4,Android ,5,4,2,2,4,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,-1,-1,5,-1,-1,-1,-1,-1,5,4,-1,5,5,5,4,4,5,4,4,4,-1,5,5,5,5,4,5,5,5,5,-1,-1,-1,4,-1,5,-1,-1,-1,3,3,5,-1,250
B,5,M,1,3,Android ,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,4,5,2,3,4,5,2,2,2,1,2,1,3,3,1,1,5,5,5,5,251
B,3,M,1,3,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252
B,5,M,2,4,Android ,5,5,5,5,5,5,5,5,5,1,3,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,4,5,3,5,4,3,3,5,5,1,3,1,1,4,3,4,4,1,1,5,4,4,2,1,1,3,1,4,4,1,1,3,4,5,1,253
B,5,W,2,3,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,5,5,2,2,4,5,5,4,1,1,4,3,2,4,1,1,5,4,4,4,1,3,4,1,4,2,1,1,1,3,5,2,254
B,6,M,4,4,Android ,5,4,4,4,4,5,5,5,5,5,2,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,2,1,3,1,1,1,3,4,1,4,4,4,5,5,5,5,2,4,5,5,5,1,1,4,4,3,4,5,2,5,5,5,5,2,2,3,5,5,5,5,1,4,3,3,5,2,255
B,6,M,4,3,Android ,5,5,-1,5,5,5,3,4,4,5,1,1,1,1,1,2,2,1,1,4,1,3,1,4,1,3,1,1,4,2,1,1,1,1,1,1,1,4,2,4,3,4,5,4,2,4,4,5,5,3,2,2,3,4,4,4,4,3,3,5,4,1,1,1,3,3,5,4,1,1,2,4,5,2,256
B,5,W,4,3,Android ,5,5,1,5,5,5,4,4,5,5,-1,-1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,5,5,5,5,3,5,3,5,1,3,1,1,1,4,4,4,1,1,1,3,1,1,1,3,5,3,5,5,2,1,1,4,5,3,257
B,6,M,4,4,iPhone,3,5,4,5,5,2,3,2,4,5,-1,-1,5,-1,-1,3,4,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,2,1,4,2,3,5,3,4,3,4,5,4,3,2,2,3,2,2,5,2,4,4,4,3,2,1,2,3,1,5,2,1,1,2,1,5,1,258
B,3,M,2,2,Android ,5,5,3,4,4,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,3,2,5,4,2,2,3,5,3,2,1,2,1,4,4,5,2,1,4,4,5,2,1,1,3,1,4,4,1,1,2,3,5,2,259
B,3,W,1,1,iPhone,5,5,1,5,4,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,3,5,5,2,5,2,2,1,1,1,4,3,5,1,1,5,1,1,3,1,1,5,1,3,3,1,1,2,5,5,3,260
